TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
TransducerGraph,minimized Random FA,NM NM N,minimized,NM,NM,VBN,NM,0,3,0,3,NM,{'corenlp.srcml.xml_identifiers'},672,1777
TransducerGraph,minimized Random FA,NM NM N,Random,NM,NM,NM,NM,1,3,1,3,NM,{'corenlp.srcml.xml_identifiers'},672,1778
TransducerGraph,minimized Random FA,NM NM N,FA,N,N,N,N,2,3,2,3,N,{'corenlp.srcml.xml_identifiers'},672,1779
Set,missing Classes,NM NPL,missing,NM,NM,VBG,VBG,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},673,1780
Set,missing Classes,NM NPL,Classes,N,N,NPL,NPL,1,2,2,3,NPL,{'elasticsearch.srcml.xml_identifiers'},673,1781
Method,mock Method,NM N,mock,NM,NM,NM,NM,0,2,0,3,NM,{'mockito.srcml.xml_identifiers'},674,1782
Method,mock Method,NM N,Method,N,N,N,N,1,2,2,3,N,{'mockito.srcml.xml_identifiers'},674,1783
ModificationInterface,mod Iface,NM N,mod,NM,NM,N,NM,0,2,0,3,NM,{'kdevelop.srcml.xml_identifiers'},675,1784
ModificationInterface,mod Iface,NM N,Iface,N,N,N,N,1,2,2,3,N,{'kdevelop.srcml.xml_identifiers'},675,1785
MediaHandler,movie Media Handler,NM NM N,movie,NM,N,N,N,0,3,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},676,1786
MediaHandler,movie Media Handler,NM NM N,Media,NM,N,NPL,N,1,3,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},676,1787
MediaHandler,movie Media Handler,NM NM N,Handler,N,N,N,N,2,3,2,3,N,{'openFrameworks.srcml.xml_identifiers'},676,1788
ThreadMXBean,mx Bean,NM N,mx,NM,N,P,N,0,2,0,3,NM,{'junit4.srcml.xml_identifiers'},677,1789
ThreadMXBean,mx Bean,NM N,Bean,N,N,N,N,1,2,2,3,N,{'junit4.srcml.xml_identifiers'},677,1790
int nrepeats,n repeats,NM NPL,n,NM,N,N,PR,0,2,0,3,NM,{'opencv.srcml.xml_identifiers'},678,1791
int nrepeats,n repeats,NM NPL,repeats,N,N,NPL,VBZ,1,2,2,3,NPL,{'opencv.srcml.xml_identifiers'},678,1792
int,nbr gaps,NM NPL,nbr,NM,N,N,CJ,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},679,1793
int,nbr gaps,NM NPL,gaps,N,N,NPL,NPL,1,2,2,3,NPL,{'blender.srcml.xml_identifiers'},679,1794
int,nd Formula,NM N,nd,NM,N,N,N,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},680,1795
int,nd Formula,NM N,Formula,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},680,1796
int,nearest point,NM N,nearest,NM,V,NM,NM,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},681,1797
int,nearest point,NM N,point,N,FAILURE,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},681,1798
bool,need fallback,V N,need,NM,V,N,VBP,0,2,0,3,V,{'blender.srcml.xml_identifiers'},682,1799
bool,need fallback,V N,fallback,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},682,1800
guint,neighbor pos,NM N,neighbor,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},683,1801
guint,neighbor pos,NM N,pos,N,N,NPL,N,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},683,1802
Object,network Security Policy,NM NM N,network,NM,N,N,N,0,3,0,3,NM,{'okhttp.srcml.xml_identifiers'},684,1803
Object,network Security Policy,NM NM N,Security,NM,N,N,N,1,3,1,3,NM,{'okhttp.srcml.xml_identifiers'},684,1804
Object,network Security Policy,NM NM N,Policy,N,N,N,N,2,3,2,3,N,{'okhttp.srcml.xml_identifiers'},684,1805
gint,new image height,NM NM N,new,NM,NM,NM,NM,0,3,0,3,NM,{'gimp.srcml.xml_identifiers'},685,1806
gint,new image height,NM NM N,image,NM,N,N,N,1,3,1,3,NM,{'gimp.srcml.xml_identifiers'},685,1807
gint,new image height,NM NM N,height,N,N,N,N,2,3,2,3,N,{'gimp.srcml.xml_identifiers'},685,1808
int,new order,NM N,new,NM,NM,NM,NM,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},686,1809
int,new order,NM N,order,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},686,1810
String,new Rule Text,NM NM N,new,NM,NM,NM,NM,0,3,0,3,NM,{'antlr4.srcml.xml_identifiers'},687,1811
String,new Rule Text,NM NM N,Rule,NM,N,N,N,1,3,1,3,NM,{'antlr4.srcml.xml_identifiers'},687,1812
String,new Rule Text,NM NM N,Text,N,N,N,N,2,3,2,3,N,{'antlr4.srcml.xml_identifiers'},687,1813
SILType,new Sil Type,NM NM N,new,NM,NM,NM,NM,0,3,0,3,NM,{'swift.srcml.xml_identifiers'},688,1814
SILType,new Sil Type,NM NM N,Sil,NM,NM,N,N,1,3,1,3,NM,{'swift.srcml.xml_identifiers'},688,1815
SILType,new Sil Type,NM NM N,Type,N,N,N,N,2,3,2,3,N,{'swift.srcml.xml_identifiers'},688,1816
long,new Warning Header Size,NM NM NM N,new,NM,NM,NM,NM,0,4,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},689,1817
long,new Warning Header Size,NM NM NM N,Warning,NM,NM,N,N,1,4,1,3,NM,{'elasticsearch.srcml.xml_identifiers'},689,1818
long,new Warning Header Size,NM NM NM N,Header,NM,N,N,N,2,4,1,3,NM,{'elasticsearch.srcml.xml_identifiers'},689,1819
long,new Warning Header Size,NM NM NM N,Size,N,N,N,N,3,4,2,3,N,{'elasticsearch.srcml.xml_identifiers'},689,1820
QRegularExpression,next Fragment Expression,NM NM N,next,DT,NM,NM,NM,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},690,1821
QRegularExpression,next Fragment Expression,NM NM N,Fragment,NM,N,N,N,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},690,1822
QRegularExpression,next Fragment Expression,NM NM N,Expression,N,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},690,1823
byte[],next Search,NM N,next,DT,NM,NM,NM,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},691,1824
byte[],next Search,NM N,Search,N,N,N,N,1,2,2,3,N,{'elasticsearch.srcml.xml_identifiers'},691,1825
CSGNoiseSource,noise 1,N D,noise,NM,N,N,N,0,2,0,3,N,{'ogre.srcml.xml_identifiers'},692,1826
CSGNoiseSource,noise 1,N D,1,N,N,D,D,1,2,2,3,D,{'ogre.srcml.xml_identifiers'},692,1827
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,non,NM,FAILURE,NM,N,0,4,0,3,NM,{'antlr4.srcml.xml_identifiers'},693,1828
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,Greedy,NM,FAILURE,NM,NM,1,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},693,1829
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,States,NM,FAILURE,NPL,NPL,2,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},693,1830
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,Builder,N,FAILURE,N,N,3,4,2,3,N,{'antlr4.srcml.xml_identifiers'},693,1831
sizet,num metadata,NM N,num,NM,N,N,N,0,2,0,3,NM,{'grpc.srcml.xml_identifiers'},694,1832
sizet,num metadata,NM N,metadata,N,N,N,N,1,2,2,3,N,{'grpc.srcml.xml_identifiers'},694,1833
sizet,num primes,NM NPL,num,NM,N,N,N,0,2,0,3,NM,{'Telegram.srcml.xml_identifiers'},695,1834
sizet,num primes,NM NPL,primes,N,N,VBZ,NPL,1,2,2,3,NPL,{'Telegram.srcml.xml_identifiers'},695,1835
int,num States,NM NPL,num,NM,N,N,N,0,2,0,3,NM,{'corenlp.srcml.xml_identifiers'},696,1836
int,num States,NM NPL,States,N,N,NPL,NPL,1,2,2,3,NPL,{'corenlp.srcml.xml_identifiers'},696,1837
int16t,num Vec Per Segment,NM N P N,num,NM,N,N,N,0,4,0,3,NM,{'Telegram.srcml.xml_identifiers'},697,1838
int16t,num Vec Per Segment,NM N P N,Vec,NM,N,N,N,1,4,1,3,N,{'Telegram.srcml.xml_identifiers'},697,1839
int16t,num Vec Per Segment,NM N P N,Per,NM,N,P,P,2,4,1,3,P,{'Telegram.srcml.xml_identifiers'},697,1840
int16t,num Vec Per Segment,NM N P N,Segment,N,N,N,N,3,4,2,3,N,{'Telegram.srcml.xml_identifiers'},697,1841
int,num Verts In A,NM NPL P N,num,NM,FAILURE,N,N,0,4,0,3,NM,{'bullet3.srcml.xml_identifiers'},698,1842
int,num Verts In A,NM NPL P N,Verts,NM,FAILURE,NPL,NPL,1,4,1,3,NPL,{'bullet3.srcml.xml_identifiers'},698,1843
int,num Verts In A,NM NPL P N,In,NM,FAILURE,P,P,2,4,1,3,P,{'bullet3.srcml.xml_identifiers'},698,1844
int,num Verts In A,NM NPL P N,A,N,FAILURE,N,DT,3,4,2,3,N,{'bullet3.srcml.xml_identifiers'},698,1845
u32,number Of Joysticks,N P NPL,number,NM,N,N,N,0,3,0,3,N,{'irrlicht.srcml.xml_identifiers'},699,1846
u32,number Of Joysticks,N P NPL,Of,NM,P,P,P,1,3,1,3,P,{'irrlicht.srcml.xml_identifiers'},699,1847
u32,number Of Joysticks,N P NPL,Joysticks,N,N,NPL,NPL,2,3,2,3,NPL,{'irrlicht.srcml.xml_identifiers'},699,1848
QString,numbering Path,NM N,numbering,NM,N,N,VBG,0,2,0,3,NM,{'calligra.srcml.xml_identifiers'},700,1849
QString,numbering Path,NM N,Path,N,N,N,N,1,2,2,3,N,{'calligra.srcml.xml_identifiers'},700,1850
ObjectProjection,obj Proj,NM N,obj,NM,N,N,N,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},701,1851
ObjectProjection,obj Proj,NM N,Proj,N,N,N,N,1,2,2,3,N,{'swift.srcml.xml_identifiers'},701,1852
boolean,one Document,NM N,one,NM,NM,D,D,0,2,0,3,NM,{'corenlp.srcml.xml_identifiers'},702,1853
boolean,one Document,NM N,Document,N,N,N,N,1,2,2,3,N,{'corenlp.srcml.xml_identifiers'},702,1854
String[],open Class Tags,NM NM NPL,open,NM,NM,NM,NM,0,3,0,3,NM,{'corenlp.srcml.xml_identifiers'},703,1855
String[],open Class Tags,NM NM NPL,Class,NM,N,N,N,1,3,1,3,NM,{'corenlp.srcml.xml_identifiers'},703,1856
String[],open Class Tags,NM NM NPL,Tags,N,N,NPL,NPL,2,3,2,3,NPL,{'corenlp.srcml.xml_identifiers'},703,1857
OrderWith,order With,V P,order,NM,V,N,N,0,2,0,3,V,{'junit4.srcml.xml_identifiers'},704,1858
OrderWith,order With,V P,With,N,P,P,P,1,2,2,3,P,{'junit4.srcml.xml_identifiers'},704,1859
float,ori W,NM N,ori,NM,N,N,N,0,2,0,3,NM,{'bullet3.srcml.xml_identifiers'},705,1860
float,ori W,NM N,W,N,N,N,N,1,2,2,3,N,{'bullet3.srcml.xml_identifiers'},705,1861
double[],out d G,N NM NM,out,NM,P,P,VM,0,3,0,3,N,{'Telegram.srcml.xml_identifiers'},706,1862
double[],out d G,N NM NM,d,NM,NM,N,N,1,3,1,3,NM,{'Telegram.srcml.xml_identifiers'},706,1863
double[],out d G,N NM NM,G,N,N,N,N,2,3,2,3,NM,{'Telegram.srcml.xml_identifiers'},706,1864
auto,overriden Function It,NM NM N,overriden,NM,N,N,N,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},707,1865
auto,overriden Function It,NM NM N,Function,NM,N,N,VBP,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},707,1866
auto,overriden Function It,NM NM N,It,PR,N,P,PR,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},707,1867
auto,PAI Arg,NM N,PAI,NM,N,N,N,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},708,1868
auto,PAI Arg,NM N,Arg,N,N,N,N,1,2,2,3,N,{'swift.srcml.xml_identifiers'},708,1869
GtkWidget,paint radio,NM N,paint,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},709,1870
GtkWidget,paint radio,NM N,radio,N,N,N,N,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},709,1871
ParameterDef,param Def,NM N,param,NM,N,N,N,0,2,0,3,NM,{'ogre.srcml.xml_identifiers'},710,1872
ParameterDef,param Def,NM N,Def,N,N,N,N,1,2,2,3,N,{'ogre.srcml.xml_identifiers'},710,1873
int,parts Size,NM N,parts,NM,N,NPL,NPL,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},711,1874
int,parts Size,NM N,Size,N,N,N,N,1,2,2,3,N,{'elasticsearch.srcml.xml_identifiers'},711,1875
string,passphrase,N,passphrase,N,N,N,N,0,1,0,3,N,{'openFrameworks.srcml.xml_identifiers'},712,1876
Real,pd Sum,NM N,pd,NM,N,N,N,0,2,0,3,NM,{'QuantLib.srcml.xml_identifiers'},713,1877
Real,pd Sum,NM N,Sum,N,N,N,N,1,2,2,3,N,{'QuantLib.srcml.xml_identifiers'},713,1878
string[],platform String,NM N,platform,NM,N,N,N,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},714,1879
string[],platform String,NM N,String,N,N,N,N,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},714,1880
aiVector3D,present Scaling,NM N,present,NM,NM,NM,NM,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},715,1881
aiVector3D,present Scaling,NM N,Scaling,N,N,N,N,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},715,1882
int,prev num hooks,NM NM NPL,prev,NM,N,N,N,0,3,0,3,NM,{'grpc.srcml.xml_identifiers'},716,1883
int,prev num hooks,NM NM NPL,num,NM,N,N,N,1,3,1,3,NM,{'grpc.srcml.xml_identifiers'},716,1884
int,prev num hooks,NM NM NPL,hooks,N,N,NPL,NPL,2,3,2,3,NPL,{'grpc.srcml.xml_identifiers'},716,1885
int,prev Signal Bar Count,NM NM NM N,prev,NM,N,NM,N,0,4,0,3,NM,{'Telegram.srcml.xml_identifiers'},717,1886
int,prev Signal Bar Count,NM NM NM N,Signal,NM,NM,N,N,1,4,1,3,NM,{'Telegram.srcml.xml_identifiers'},717,1887
int,prev Signal Bar Count,NM NM NM N,Bar,NM,N,N,N,2,4,1,3,NM,{'Telegram.srcml.xml_identifiers'},717,1888
int,prev Signal Bar Count,NM NM NM N,Count,N,N,N,N,3,4,2,3,N,{'Telegram.srcml.xml_identifiers'},717,1889
int,previous Stream Id,NM NM N,previous,NM,NM,NM,NM,0,3,0,3,NM,{'okhttp.srcml.xml_identifiers'},718,1890
int,previous Stream Id,NM NM N,Stream,NM,N,N,N,1,3,1,3,NM,{'okhttp.srcml.xml_identifiers'},718,1891
int,previous Stream Id,NM NM N,Id,N,N,N,N,2,3,2,3,N,{'okhttp.srcml.xml_identifiers'},718,1892
D3D11PRIMITIVETOPOLOGY,prim Type,NM N,prim,NM,NM,NM,N,0,2,0,3,NM,{'ogre.srcml.xml_identifiers'},719,1893
D3D11PRIMITIVETOPOLOGY,prim Type,NM N,Type,N,N,N,N,1,2,2,3,N,{'ogre.srcml.xml_identifiers'},719,1894
Features,processing Level,NM N,processing,NM,N,N,N,0,2,0,3,NM,{'kdevelop.srcml.xml_identifiers'},720,1895
Features,processing Level,NM N,Level,N,N,N,N,1,2,2,3,N,{'kdevelop.srcml.xml_identifiers'},720,1896
Bool,progress out,V N,progress,NM,FAILURE,V,N,0,2,0,3,V,{'irrlicht.srcml.xml_identifiers'},721,1897
Bool,progress out,V N,out,N,FAILURE,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},721,1898
int,provider Code,NM N,provider,NM,N,N,N,0,2,0,3,NM,{'Telegram.srcml.xml_identifiers'},722,1899
int,provider Code,NM N,Code,N,N,N,N,1,2,2,3,N,{'Telegram.srcml.xml_identifiers'},722,1900
camhdr,r hdr,NM N,r,NM,N,N,N,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},723,1901
camhdr,r hdr,NM N,hdr,N,N,N,N,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},723,1902
List,raw Extra Interfaces,NM NM NPL,raw,NM,NM,NM,NM,0,3,0,3,NM,{'mockito.srcml.xml_identifiers'},724,1903
List,raw Extra Interfaces,NM NM NPL,Extra,NM,NM,NM,NM,1,3,1,3,NM,{'mockito.srcml.xml_identifiers'},724,1904
List,raw Extra Interfaces,NM NM NPL,Interfaces,N,N,NPL,NPL,2,3,2,3,NPL,{'mockito.srcml.xml_identifiers'},724,1905
GPUVertBufRaw,raw nor,NM N,raw,NM,NM,NM,NM,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},725,1906
GPUVertBufRaw,raw nor,NM N,nor,N,N,CJ,CJ,1,2,2,3,N,{'blender.srcml.xml_identifiers'},725,1907
float,rcp len 2,NM N D,rcp,NM,N,N,N,0,3,0,3,NM,{'bullet3.srcml.xml_identifiers'},726,1908
float,rcp len 2,NM N D,len,NM,N,N,N,1,3,1,3,N,{'bullet3.srcml.xml_identifiers'},726,1909
float,rcp len 2,NM N D,2,N,N,D,D,2,3,2,3,D,{'bullet3.srcml.xml_identifiers'},726,1910
String,received Token Signature,NM NM N,received,NM,NM,VBN,VBN,0,3,0,3,NM,{'jenkins.srcml.xml_identifiers'},727,1911
String,received Token Signature,NM NM N,Token,NM,NM,NM,NM,1,3,1,3,NM,{'jenkins.srcml.xml_identifiers'},727,1912
String,received Token Signature,NM NM N,Signature,N,N,N,N,2,3,2,3,N,{'jenkins.srcml.xml_identifiers'},727,1913
int,recorded Matchers Size,NM NM N,recorded,NM,NM,VBN,VBN,0,3,0,3,NM,{'mockito.srcml.xml_identifiers'},728,1914
int,recorded Matchers Size,NM NM N,Matchers,NM,N,NPL,NPL,1,3,1,3,NM,{'mockito.srcml.xml_identifiers'},728,1915
int,recorded Matchers Size,NM NM N,Size,N,N,N,N,2,3,2,3,N,{'mockito.srcml.xml_identifiers'},728,1916
u32,rectangle Index,NM N,rectangle,NM,N,N,N,0,2,0,3,NM,{'irrlicht.srcml.xml_identifiers'},729,1917
u32,rectangle Index,NM N,Index,N,N,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},729,1918
JSONObject,reduced Json,NM N,reduced,NM,NM,VBN,VBN,0,2,0,3,NM,{'jenkins.srcml.xml_identifiers'},730,1919
JSONObject,reduced Json,NM N,Json,N,N,N,N,1,2,2,3,N,{'jenkins.srcml.xml_identifiers'},730,1920
Int32,rem F,NM N,rem,NM,N,N,N,0,2,0,3,NM,{'irrlicht.srcml.xml_identifiers'},731,1921
Int32,rem F,NM N,F,N,N,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},731,1922
auto,REPL Module,NM N,REPL,NM,N,N,NM,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},732,1923
auto,REPL Module,NM N,Module,N,N,N,N,1,2,2,3,N,{'swift.srcml.xml_identifiers'},732,1924
uint8t,request bytes,NM NPL,request,NM,N,N,V,0,2,0,3,NM,{'grpc.srcml.xml_identifiers'},733,1925
uint8t,request bytes,NM NPL,bytes,N,N,NPL,NPL,1,2,2,3,NPL,{'grpc.srcml.xml_identifiers'},733,1926
Map,requested Plugins,NM NPL,requested,NM,NM,VBN,VBN,0,2,0,3,NM,{'jenkins.srcml.xml_identifiers'},734,1927
Map,requested Plugins,NM NPL,Plugins,N,N,NPL,NPL,1,2,2,3,NPL,{'jenkins.srcml.xml_identifiers'},734,1928
guchar[],rgb real,NM N,rgb,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},735,1929
guchar[],rgb real,NM N,real,N,N,N,NM,1,2,2,3,N,{'gimp.srcml.xml_identifiers'},735,1930
PointerRNA,root ptr,NM N,root,NM,N,N,N,0,2,0,3,NM,{'blender.srcml.xml_identifiers'},736,1931
PointerRNA,root ptr,NM N,ptr,N,N,N,N,1,2,2,3,N,{'blender.srcml.xml_identifiers'},736,1932
ExtendedBounds,rounded Bounds,NM NPL,rounded,NM,NM,VBD,VBN,0,2,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},737,1933
ExtendedBounds,rounded Bounds,NM NPL,Bounds,N,N,NPL,NPL,1,2,2,3,NPL,{'elasticsearch.srcml.xml_identifiers'},737,1934
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,rt,NM,N,N,N,0,3,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},738,1935
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,Stream,NM,N,N,N,1,3,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},738,1936
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,Ptr,N,N,N,N,2,3,2,3,N,{'openFrameworks.srcml.xml_identifiers'},738,1937
RtmSession,rtm Session,NM N,rtm,NM,N,N,N,0,2,0,3,NM,{'okhttp.srcml.xml_identifiers'},739,1938
RtmSession,rtm Session,NM N,Session,N,N,N,N,1,2,2,3,N,{'okhttp.srcml.xml_identifiers'},739,1939
List,rules Of New Chain,N P NM N,rules,NM,N,NPL,NPL,0,4,0,3,N,{'junit4.srcml.xml_identifiers'},740,1940
List,rules Of New Chain,N P NM N,Of,NM,P,P,P,1,4,1,3,P,{'junit4.srcml.xml_identifiers'},740,1941
List,rules Of New Chain,N P NM N,New,NM,NM,NM,NM,2,4,1,3,NM,{'junit4.srcml.xml_identifiers'},740,1942
List,rules Of New Chain,N P NM N,Chain,N,N,N,N,3,4,2,3,N,{'junit4.srcml.xml_identifiers'},740,1943
Real,running Log Average,NM NM N,running,NM,NM,VBG,VBG,0,3,0,3,NM,{'QuantLib.srcml.xml_identifiers'},741,1944
Real,running Log Average,NM NM N,Log,NM,N,N,N,1,3,1,3,NM,{'QuantLib.srcml.xml_identifiers'},741,1945
Real,running Log Average,NM NM N,Average,N,N,N,NM,2,3,2,3,N,{'QuantLib.srcml.xml_identifiers'},741,1946
string,s Tracking System Name,PRE NM NM N,s,NM,N,N,N,0,4,0,3,PRE,{'bullet3.srcml.xml_identifiers'},742,1947
string,s Tracking System Name,PRE NM NM N,Tracking,NM,N,N,N,1,4,1,3,NM,{'bullet3.srcml.xml_identifiers'},742,1948
string,s Tracking System Name,PRE NM NM N,System,NM,N,N,N,2,4,1,3,NM,{'bullet3.srcml.xml_identifiers'},742,1949
string,s Tracking System Name,PRE NM NM N,Name,N,N,N,N,3,4,2,3,N,{'bullet3.srcml.xml_identifiers'},742,1950
double[],score Pos Prev,NM N NM,score,NM,N,N,N,0,3,0,3,NM,{'corenlp.srcml.xml_identifiers'},743,1951
double[],score Pos Prev,NM N NM,Pos,NM,N,N,N,1,3,1,3,N,{'corenlp.srcml.xml_identifiers'},743,1952
double[],score Pos Prev,NM N NM,Prev,N,N,N,N,2,3,2,3,NM,{'corenlp.srcml.xml_identifiers'},743,1953
GeglRectangle,selection bounds,NM NPL,selection,NM,N,N,N,0,2,0,3,NM,{'gimp.srcml.xml_identifiers'},744,1954
GeglRectangle,selection bounds,NM NPL,bounds,N,N,NPL,VBZ,1,2,2,3,NPL,{'gimp.srcml.xml_identifiers'},744,1955
List,sentence List,NM N,sentence,NM,N,N,N,0,2,0,3,NM,{'corenlp.srcml.xml_identifiers'},745,1956
List,sentence List,NM N,List,N,N,N,N,1,2,2,3,N,{'corenlp.srcml.xml_identifiers'},745,1957
Action,set Prev Ctx Action,NM NM NM N,set,NM,NM,VBN,V,0,4,0,3,NM,{'antlr4.srcml.xml_identifiers'},746,1958
Action,set Prev Ctx Action,NM NM NM N,Prev,NM,N,N,N,1,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},746,1959
Action,set Prev Ctx Action,NM NM NM N,Ctx,NM,N,N,N,2,4,1,3,NM,{'antlr4.srcml.xml_identifiers'},746,1960
Action,set Prev Ctx Action,NM NM NM N,Action,N,N,N,N,3,4,2,3,N,{'antlr4.srcml.xml_identifiers'},746,1961
auto,simple Fn Ty,NM NM N,simple,NM,NM,NM,NM,0,3,0,3,NM,{'swift.srcml.xml_identifiers'},747,1962
auto,simple Fn Ty,NM NM N,Fn,NM,N,N,N,1,3,1,3,NM,{'swift.srcml.xml_identifiers'},747,1963
auto,simple Fn Ty,NM NM N,Ty,N,N,N,N,2,3,2,3,N,{'swift.srcml.xml_identifiers'},747,1964
float,sin rot w,NM NM N,sin,NM,N,N,N,0,3,0,3,NM,{'ogre.srcml.xml_identifiers'},748,1965
float,sin rot w,NM NM N,rot,NM,N,N,N,1,3,1,3,NM,{'ogre.srcml.xml_identifiers'},748,1966
float,sin rot w,NM NM N,w,N,N,N,N,2,3,2,3,N,{'ogre.srcml.xml_identifiers'},748,1967
long,size Guess,NM N,size,NM,NM,N,N,0,2,0,3,NM,{'jenkins.srcml.xml_identifiers'},749,1968
long,size Guess,NM N,Guess,N,N,N,VBP,1,2,2,3,N,{'jenkins.srcml.xml_identifiers'},749,1969
int,size Per Span,N P N,size,NM,NM,N,N,0,3,0,3,N,{'Telegram.srcml.xml_identifiers'},750,1970
int,size Per Span,N P N,Per,NM,N,P,P,1,3,1,3,P,{'Telegram.srcml.xml_identifiers'},750,1971
int,size Per Span,N P N,Span,N,N,N,N,2,3,2,3,N,{'Telegram.srcml.xml_identifiers'},750,1972
uint32t,source index,NM N,source,NM,N,N,N,0,2,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},751,1973
uint32t,source index,NM N,index,N,N,N,N,1,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},751,1974
auto,source Ty,NM N,source,NM,N,N,N,0,2,0,3,NM,{'swift.srcml.xml_identifiers'},752,1975
auto,source Ty,NM N,Ty,N,N,N,N,1,2,2,3,N,{'swift.srcml.xml_identifiers'},752,1976
QFileInfo,src File Info,NM NM N,src,NM,N,N,N,0,3,0,3,NM,{'kdevelop.srcml.xml_identifiers'},753,1977
QFileInfo,src File Info,NM NM N,File,NM,N,N,N,1,3,1,3,NM,{'kdevelop.srcml.xml_identifiers'},753,1978
QFileInfo,src File Info,NM NM N,Info,N,N,N,N,2,3,2,3,N,{'kdevelop.srcml.xml_identifiers'},753,1979
int,src start idx,NM NM N,src,NM,N,N,N,0,3,0,3,NM,{'opencv.srcml.xml_identifiers'},754,1980
int,src start idx,NM NM N,start,NM,N,N,VBP,1,3,1,3,NM,{'opencv.srcml.xml_identifiers'},754,1981
int,src start idx,NM NM N,idx,N,N,N,N,2,3,2,3,N,{'opencv.srcml.xml_identifiers'},754,1982
grpcchannelcredentials,ssl creds,NM NPL,ssl,NM,N,N,N,0,2,0,3,NM,{'grpc.srcml.xml_identifiers'},755,1983
grpcchannelcredentials,ssl creds,NM NPL,creds,N,N,NPL,NPL,1,2,2,3,NPL,{'grpc.srcml.xml_identifiers'},755,1984
rect,static Rect,NM N,static,NM,NM,NM,NM,0,2,0,3,NM,{'irrlicht.srcml.xml_identifiers'},756,1985
rect,static Rect,NM N,Rect,N,N,N,N,1,2,2,3,N,{'irrlicht.srcml.xml_identifiers'},756,1986
File,status File,NM N,status,NM,N,N,N,0,2,0,3,NM,{'antlr4.srcml.xml_identifiers'},757,1987
File,status File,NM N,File,N,N,N,N,1,2,2,3,N,{'antlr4.srcml.xml_identifiers'},757,1988
Real,step Size,NM N,step,NM,N,N,N,0,2,0,3,NM,{'QuantLib.srcml.xml_identifiers'},758,1989
Real,step Size,NM N,Size,N,N,N,N,1,2,2,3,N,{'QuantLib.srcml.xml_identifiers'},758,1990
